,특징,맛_음식
68,"['구름을 벗삼아 특징', ' 1. 항아리 숙성', '\n\t문경주조는 술을 숙성시키는 용기는 그 원재료만큼이나 중요하다고 생각하여 국내 무형문화제 명인의 장인정신이 깃든 항아리에 술을 숙성하고 있다. \n\t\n\t발효 역시 전통식 황토방과 자연조건에 가까운 발효공간으로 술을 빚는 과정 하나하나 세심하고 꼼꼼하게 정도를 지켜나가고 있다.\n', ' 2. 특별하지 않아 특별한 막걸리', '구름을 벗삼아 막걸리는 특별할 것이 없다. 다만, 술을 빚어온 45년의 세월과 맑은 천연암반수, 그리고 전년도에 수확한 우리 햅쌀로 정직하게 빚은 우리 고유의 술인 것 뿐이다. 100% 국내산 백미로 만들어 단맛이 적고 깔끔한 맛으로 누구나 즐기기에 알맞은 막걸리다.', ' 3. 찾아가는 양조장', '\n\t아무리 찾기 어려운 깊숙한 곳에 있어도 술 맛만 좋으면 손님은 끊이지 않고 찾아온다는 중국의 속담이 있듯 문경주조 역시 2015년 농림식품 부에서 선정한 찾아가는 양조장으로 선정되어 많은 사람들의 발길이 끊이지 않고 있다. \n\t\n\t문경주조를 찾아 방문하면 술 빚기 체험과 다양한 볼거리를 만나 볼 수 있으며 신청은 홈페이지나 전화를 통해 예약이 가능하다.\n']","['구름을 벗삼아 맛과 어울리는 음식', '구름을 벗삼아 750ml , 6%', '술에서 올라오는 바닐라 향기에 단맛과 신맛의 균형이 잘 갖춰져 있으며 입 안을 약하게 자극시키는 텁텁한 바디감과 혀에 남는 떫음이 있다. 가리비 찜과 잘 어울린다.']"
69,"['대대포 생막걸리 특징', ' 1. 좋은 원료에 정성이 더해진 맛 좋은 막걸리', '대대포 생막걸리는 담양에서 농약을 사용하지 않고 재배한 친환경쌀과 직접 띄운 전통누룩을 사용하여 빚어낸 술이다. 장기저온발효 숙성공법으로 술 속에 남아 숙취를 일으키는 아세트알데히드 성분을 제거하였다. 일체의 인공감미료를 사용하지 않고 생대나무 분말과 갈대뿌리, 국내산 천연꿀로 특유의 깔끔함과 감칠맛이 나는 뛰어난 프리미엄 막걸리이다.', ' 2. 수 많은 수상이력으로 증명된 술맛과 품질', '\n\t제조사 농업회사법인 (주)죽향도가에서 빚은 제품은 2010~2011년 2년 연속 전라남도 막걸리 품평회 우수상을 수상하고 2014년에는 영예의 대상을 수상하였다. 같은 해 대한민국 막걸리 축제 소비자가 뽑은 막걸리에서 금상을 수상하고, 2015년 전라남도 막걸리 품평회에서 최우수상을 수상, 2019년 남도전통주품평회에서 탁주, 청주부문 각각 최우수상과 장려상 수상하였다.\n\t\n\t이어서 같은해 대한민국 우리술품평회 탁주부문에서 당당히 최우수상을 수상하여 전라남도 담양을 넘어 한국을 대표하는 우수한 막걸리로 맛과 품질을 인정 받았다.\n', ' 3. 전통과 현대가 어우러진 제조시설로 다양한 제품 생산', '\n\t농업회사법인 (주)죽향도가는 전라남도 담양을 대표하는 유서 깊은 양조장 중 한곳이다. 담양 지역에서 재배된 쌀과 농임산물을 사용하는 것을 기본으로 전통방식으로 제조한 죽향도가만의 밑술로한 저온 발효공법, 그리고 위생적인 시설에서 생산된 제품은 죽향도가만의 특색을 보여주고 있다.\n\t\n\t2011년에는 국내산 쌀을 활용하고 품질이 우수한 제품을 인증하는 술품질인증을 취득하여 술맛은 기본이고 믿고 마실 수 있는 증류주, 약주, 막걸리 등 다양한 제품을 소비자에게 선보이고 있다.\n']","['대대포 생막걸리 맛과 어울리는 음식', '대대포 생막걸리, 750ml, 6%', '흰색에 가까운 빛깔을 갖고 있으며, 경쾌한 미생물 발효향이 일품이다. 전체적으로 단맛과 신맛의 조화가 잘 갖춰져 있다. 입 안에서 시원한 탄산과 산미가 입을 경쾌하게 만들어 주어 누구나 편하게 마실 수 있는 술이다. 땀 흘린뒤에 시원하게 한 잔 할 수 있는 막걸리다. 김치전 등과 잘 어울린다.']"
70,"['장홍삼 장수 막걸리 특징', ' 1. 50년 전통의 서울장수막걸리에서 생산하다', ""\n\t'장홍삼 장수 막걸리'를 생산하고 있는 '서울장수주식회사'는 서울장수막걸리 제품으로 유명한 '서울탁주제조협회'의 계열사이다. 50년 전통과 국내 최고 판매량을 자랑하는 서울장수막걸리의 제품 생산 노하우로 다양한 제품을 프리미엄 막걸리를 생산하고 있다. \n\t\n\t'장홍삼 장수 막걸리'는 2016년 대한민국 우리술품평회 살균막걸리 부문 최우수상을 수상하며 우수한 품질을 인정 받았다.\n"", ' 2. 홍삼과 막걸리 전문기업이 만났다', ""'장홍삼 장수 막걸리'는 국내산 원료를 사용하여 소비자에게 인정 받을 수 있는 제품을 만들자는 목표로 홍삼전문기업 (주)농협한삼인과 막걸리 전문기업 서울장수막걸리가 상호 협력하여 개발된 제품이다. 홍삼과 막걸리의 토종브랜드 협력으로 국내 토종기업의 모범이 되고 있다."", ' 3. 첨단 시스템으로 만드는 안전한 막걸리', '\n\t1962년 설립이래 오직 단일 품목인 막걸리을 생산하며 그 명맥을 이어가고 있다. 살아있는 효모의 맛을 소비자에게 전달하기 위해 당일제조, 당일배송을 원칙으로 하고 있다. \n\t\n\t주입부터 포장라인까지 전자동화 시스템을 구축하여 안전한 막걸리로 자리매김하였고 막걸이업계 최초로 살균탁주 제조 특허를 받아 지금은 전세계에 막걸리를 알리고 넓은 세계유통망을 구축하고 있다.\n']","['장홍삼 장수 막걸리 맛과 어울리는 음식', '장홍삼 장수 막걸리, 750ml, 6%', '인삼향과 곡물향이 잘 섞여 코 안으로 들어온다. 입에 넣으면 산미가 가장 먼저 올라오고 그 다음 탄산이 입 전체를 시원하게 만들어 준다. 산미와 청량감이 술 전체를 가볍게 만들어주고 목넘김을 매우 깔끔하게 해준다. 삼겹살 등과 잘 어울린다.']"
71,"['동학 1957 특징', ' 1. 청주? 약주? 무엇이 다른가?', '청주도 일반적으로 막걸리나 약주와 유사한 방식으로 발효시키며 맑게 여과하여 얻는다. 청주와 약주의 가장 큰 차이는 청주는 쌀로 만든 입국을 발효제로 사용하고, 약주는 전통 누룩을 발효제로 사용한다는 점이다. 현행 주세법이 규정하고 있는 청주는 일본 청주와 거의 동일하다. 이는 일제 강점기를 거치면서 일본식 청주 제조장이 한반도에 지어지면서 생겨난 규정이다. 그러나 청주는 맑은술이라하여 약주와 함께 오래 전부터 빚어온 우리의 술이다.', ' 2. 현대식 양조시설을 술을 빚는 클린사업장', '고헌정영농조합법인은 사입과 숙성, 여과 공정, 냉동저장, 주입, 라벨포장과 냉장보관까지 현대식 양조시설을 통해 전통주를 생산하고 있다. 맛 좋은 술을 소비자가 믿고 마실 수 있도록 식품안전관리에도 최선을 다하고 있다. 2014년에는 고용노동부와 한국산업안전공단이 인증하는 클린사업장으로 선정된 양조장이다.', ' 3. 충주을 대표하는 술을 만들기 위한 중단 없는 노력', '2012년 술생산을 시작하여 햇수로 9년이란 시간이 흘렀다. 충주를 대표하는 술을 만들겠다는 포부 하나로 시작하여 수 많은 실패와 도전 속에서 고헌정영농조합법인은 막걸리, 약주, 청주, 과실주, 증류주 등 전통를 현대적으로 해석한 다양한 주종의 술을 생산하기에 이르렀다. 또한 도심에 전통주을 판매하는 바틀샵까지 운영하며 한국의 다양한 주종의 우수한 술을 소비자에게 알리고 있다.']","['동학 1957 맛과 어울리는 음식', '동학 1957, 375ml / 700ml, 13%', '깨끗한 담황색인 청주다. 코끝에서 뭉근하게 느껴지는 쌀 향이 특징으로 느껴진다. 입안에 머금은 순간 담백함이 먼저 시작되며, 이내 쌀 특유의 부드러운 단맛과 가벼운 산미로 마무리된다. 어디 하나 모난 곳이 없어 밸런스가 좋은 술이라고 할 수 있다. 식중주로 좋은 역할을 하는 술이며, 다채로운 한식과 잘 어울리는 스타일이다. 세심한 매칭보다는 부담 없이 어울리는 스타일로 한정식 등과 함께 즐기면 이 술을 충분히 즐길 수 있다.']"
72,"['지란지교 탁주 특징', ' 1. 술을 빚는 부부, 지란지교(芝蘭之交)', '술은 예(禮)로 시작하여 예(禮)로써 마시고 대접하여 예의(禮儀)로 마치는 것이다. 그 예의 바탕에 술을 빚는 부부가 사랑과 신의를 다 하니 지란지교(芝蘭之交)가 되었다.', ' 2. 오감을 느낄 수 있는 술', '지란지교 탁주는 국내산 쌀, 누룩(자가), 물 이외 일체 첨가물 없이 100일간 발효와 90일간의 숙성으로 단맛, 신맛, 쓴맛, 떫은맛에 향까지 오감을 느낄수 있는 술이다.']","['지란지교 탁주 맛과 어울리는 음식', '지란지교 탁주 500ml, 13%', '전체적으로 약간 밝은 회색과 흰색을 가지고 있으며 연노랑색도 보인다. 술지게미의 양은 많게 느껴지고 제성은 곱게 되었다. 첫 향에서 쌀 곡물의 향과 풀향, 곰팡이 향이 느껴진다. 중간에 참외 향이 느껴지고 마지막에는 단향과 국화향이 약하게 느껴진다. 혀에서 느껴지는 첫 맛은 곡물의 단맛이 강하고 약간의 신맛이 난다. 바로 텁텁한 쌀 맛이 이어지며 누룩향과 함께 쓴맛이 느껴진다. 마지막에서는 곡물의 단맛과 신맛이 약하게 마무리되며 쓴맛의 여운이 남는다.', '전체적으로 술 지게미로 인해 무게감이 있고 입안을 꽉 채우고 난 후 목으로 넘어가는 것도 무겁게 느껴진다. 하지만 단맛과 신맛이 있어 부담감은 적다. 향에서는 다양한 향이 있고 맛에서는 단맛과 신맛이 강한 편이나 전체적인 균형감이 좋다. 무게감이 있어서 첫 입에서의 느낌은 강하지만 전체적으로 마시기에는 불편함이 없다. 전, 육전, 떡볶이와 잘 어울린다.']"
73,"['금정산성 막걸리 특징', ' 1. 역사와 문화가 담긴 막걸리', '\n\t금정산성 막걸리는 그 유래가 정확하지는 않지만 조선 초기부터 이곳 화전민이 생계수단으로 누룩을 빚기 시작한데서 비롯되었으며 숙종 32년(1706년) 왜구의 침략에 대비키 위해 금정산성을 축성하면서 외지인들의 유입이 늘어나 널리 알려지게 되었다. \n\t\n\t이때 성을 쌓기 위해 각 지역에서 징발된 인부들은 막걸리 맛에 반해 축성공사가 끝난 후, 고향에 돌아가서도 그 맛을 그리워 했다고 한다.\n', ' 2. 근대사와 함께, 국민과 함께', '\n\t1900년대초 금정산성 막걸리는 전국 방방곡곡으로 널리 보급됐고, 일제침략기에는 널리 만주와 일본까지 건너갈 정도로 명성을 떨쳤다. \n\t\n\t특히 일제 때는 고유의 맛을 지닌 이 막걸리가 더욱 알려져 금정산성에서 누룩을 많이 만들고 적게 만드는 차이에 따라 부산 동래를 비롯한 동부 경남 일원의 곡물 값이 올랐다 내렸다 할 정도로 시장을 좌지우지하였다.\n', '\n\t1960년부터 정부의 누룩 제조 금지로 한 때 밀주로 단속을 받았으나 주민들은 단속의 눈을 피해 술을 빚어 명맥을 유지해 오다 1980년 전통민속주 제도가 생기면서 민속주 제1호로 지정 받았다. 금정산성 막걸리하면 빼놓을 수 없는 인물이 박정희 전 대통령이다. \n\t\n\t박전대통령은 부산의 금정산성 막걸리를 즐겼으며 대통령이 되어서도 당시 밀주였던 금정산성 막걸리를 대통령령으로 양성화시켰다.\n', ' 3. 산성누룩으로 전통방식 그대로 만든다', '\n\t우리나라에서 유일하게 남아 있는 누룩마을이라 해도 과언이 아닌 곳이 부산의 금정산성 안에 있다. 산성에 있는 마을이라 별다른 농토가 있었던 곳도 아니고 그렇다고 다른 생계수단이 있었던 것도 아니었다. \n\t\n\t그래서 누룩이 주요 소득원이 되었고, 관계기관의 제조단속 앞에서도 꿋꿋하게 누룩을 지켜왔다. \n\t\n\t산성누룩은 보통 누룩처럼 도톰하게 딛지 않는다. 베보자기에 싸서 발로 둥그렇고 납작하게 딛는다. 이렇게 딛어진 누룩은 누룩방의 선반위에다 짚을 깔고 1주 정도를 열이 나게 띄운다. 잘 띄운 산성누룩은 예부터 품질이 좋기로 입소문이 자자하다.\n', ' 4. 전통을 지키고 생산시스템은 안전하게!', ""\n\t금정산성 막걸리는 족타식, 덧신을 신고 꼭꼭 밟아 500년 째 이 방식을 고수하고 있다. 흑국, 황국 등 일본식 배양균을 사용하는 입국법 대신 누룩을 발효제로 사용하고 있어 우리 전통의 맥을 이어가고 있다. 현재 하루 평균 750ml 병을 기준으로 6천 병 가량이 최대생산량이다. \n\t\n\t전통 방식으로 막걸리를 제조하는 만큼 주문이 아무리 쇄도해도 생산을 할 수가 없다. 전통과 현대적 생산시스템을 위생적이고 안전하게 제품을 생산하고 있다. 제조사 '금정산성토산주'는 우리의 건강한 먹거리 문화를 계승하고 발전 시켜나가고 있다.\n""]","['금정산성 막걸리 맛과 어울리는 음식', '금정산성 막걸리, 750ml, 8%', '특유의 새콤한 맛에 알코올 도수 8도로 전통막걸리의 맛을 느낄수 있다. 바디감은 적은 편이고 특유의 산미가 입안에 오래 남는다. 직접 개발한 부산산성누룩으로 빚어서 누룩향도 그윽하게 지속된다. 부산 금정산성에 가면 맛볼 수 있는 흑염소 불고기와 잘 어울린다.']"
74,"['문경바람 백자 40% 특징', ' 1. 마스터 블랜더 이종기 명인의 양조기술 결정체', ""\n\t'문경바람 백자'는 한국 최초의 위스키 마스터블랜더 이종기 명인의 37년간 쌓아온 양조 기술로 탄생한 고급 증류주이다. \n\t\n\t맛과 당도가 우수한 문경사과를 원료로 정통발효공법으로 제조한 사과와인을 증류하여 오크통에서 숙성하였다. 2017년 대한민국 우리술품평회 증류주 부문에서 최우수상을 수상하며 뛰어난 품질을 인정 받았다.\n"", ' 2. 엄선된 친환경 문경 사과로 빚은 사과증류주', ""\n\t문경 사과는 밤낮의 높은 일교차와 비옥한 토질, 청정자연환경에서 재배되어 육질이 단단하고 향이 짙으며 당도가 높은 것으로 유명하다. \n\t\n\t'문경바람'은 해발고도 300m 이상의 청정지역에 위치한 16개 농가가 모인 백설공주영농조합법인에서 재배한 친환경 사과를 원료로 만들어진 문경을 또 하나의 지역특산주이다.\n"", ' 3. 2016년 찾아가는 양조장으로 선정', '\n\t제조사 농업회사법인(주)제이엘(오미나라)는 2016년 농림축산식품부에서 지원육성하는 찾아가는 양조장에 선정되었다. \n\t\n\t와이너리 견학과 다양한 체험을 경험할 수 있다. 와인의 문화와 에티켓을 배워보는 와인 에티켓, 스파클링와인과 증류주의 제조 기법 등 교육 프로그램 등이 준비되어 있다.\n']","['문경바람 백자 40% 맛과 어울리는 음식', '문경바람 백자 40%, 750ml / 375ml, 40%', '\n\t머금고 난 이후에 코로 올라오는 뭉근한 사과향, 그리고 상쾌함이 마실 수록 개성이 느껴지는 증류주이다. \n\t\n\t가벼운 안주류로 아몬드, 초콜릿, 올리브, 견과류, 육류로는 육포 등을 추천한다. 물론 과일안주, 꿀물 등과 같이 마셔도 좋다. 가볍게 탄산 및 얼음을 넣은 온더록 형태도 나쁘지 않다.\n']"
75,"['세우리 특징', ' 1. 오랜 세월을 잇는 향기에 물들다', ""\n\t'세우리'를 생산하고 있는 제주샘영농조합은 고려시대부터 3대 명주로 손꼽히는 제주도 전통술인 고소리술과 오메기술을 함께 생산하고 있는 곳이다. \n\t\n\t제주도의 전통술을 계승 발전시키면서 젊은 층을 위한 니모메, 프리미엄 증류주 세우리 등 새로운 제품을 개발에도 매진하며 제주의 전통문화와 청정자연을 담아 세계인이 인정할 수 있는 한국술로 나아가고 있다.\n"", ' 2. 6년 연속 대한민국 우리술품평회를 휩쓸다', '\n\t제주샘영농조합은 생산하는 고소리술과 니모메로 매년 한국술을 평가하는 대한민국 우리술품평회에서 2011년부터 2017년까지 6년 연속 수상이라는 놀라운 기록을 가지고 있는 역량 있는 제조사이다. \n\t\n\t또한 IWSC, 몽드셀렉션 등 세계적인 주류품평회에서도 연이어 수상하며 제품력을 인정 받고 있다.\n', ' 3. 2014년 찾아가는 양조장으로 선정되다', ""\n\t2014년 제주샘영농조합은 농식품부에서 지원하는 '찾아가는 양조장'에 선정되었다. '찾아가는 양조장'은 양조장 문화체험과 지역관광을 연계하는 전통주문화체험관광상품이다. \n\t\n\t오메기술의 원료가 되는 오메기떡 만들기 체험, 제주도의 전통 음료 쉰다리 만들기 체험, 그리고 오메기술과 고소리술을 이용한 전통주칵테일 만들기 체험 등 다양한 체험 프로그램이 운영되고 있다.\n""]","['세우리 맛과 어울리는 음식', '세우리, 700ml, 45%', '\n\t유리병 안에 들어있는 산양산삼이 인상적이고 진한 호박색의 술로 인삼과 함께 여러 가지 약재의 향이 가득한 것이 특징이다. \n\t\n\t도수가 높아 집에 두고 한 잔씩 약으로 마시기 좋은 술이며, 입 안의 풍미가 약재의 향으로 가득하고 목 넘김이 뜨겁다. 삼계탕 등 몸 보양을 위해 먹는 음식과 다 잘 어울린다.\n']"
76,"['내장산복분자주 지통1호 특징', ' 1. 복분자주의 원조', '복분자로 유명한 전북 정읍에서 술을 빚고 있는 내장산영농조합은 복분자 전문가로 복분자 술이 대중에게 알려지기 전인 2009년부터 복분자주를 생산하고 있는 원조 격에 해당되는 양조장이다. 누구보다 먼저 이름값을 쌓아온 양조장 답게 오직 본분자의 품질로 승부하고 있다.', ' 2. 내장산 복분자', '내장산복분자영농조합에서는 청정의 자연을 자랑하는 내장산 일대에서 재배하는 복분자만을 엄선하여 술을 빚고 있으며,  복분자의 특징을 최대한 살려서 한국형와인을 생산하고 있다. 복분자의 전문가들 답게 오직 복분자로 승부를 보는 그들의 방식에서 그 술 맛을 짐작할 수 있다.']","['내장산 복분자주 지통1호 맛과 어울리는 음식', '내장산내장산복분자주 지통1호 700ml , 16%', '산뜻하게 올라오는 달콤한 과실향이 좋고 단맛은 적으나 적절한 산미와 쓴맛이 있고 아주 약한 타닌이 입안을 자극시킨다. 소고기와 잘 어울린다.']"
77,"['문경바람 백자 25% 특징', ' 1. 마스터 블랜더 이종기 명인의 양조기술 결정체', ""\n\t'문경바람 백자'는 한국 최초의 위스키 마스터블랜더 이종기 명인의 37년간 쌓아온 양조 기술로 탄생한 고급 증류주이다. \n\t\n\t맛과 당도가 우수한 문경사과를 원료로 정통발효공법으로 제조한 사과와인을 증류하여 오크통에서 숙성하였다. 2017년 대한민국 우리술품평회 증류주 부문에서 최우수상을 수상하며 뛰어난 품질을 인정 받았다.\n"", ' 2. 엄선된 친환경 문경 사과로 빚은 사과증류주', ""\n\t문경 사과는 밤낮의 높은 일교차와 비옥한 토질, 청정자연환경에서 재배되어 육질이 단단하고 향이 짙으며 당도가 높은 것으로 유명하다. \n\t\n\t'문경바람'은 해발고도 300m 이상의 청정지역에 위치한 16개 농가가 모인 백설공주영농조합법인에서 재배한 친환경 사과를 원료로 만들어진 문경을 또 하나의 지역특산주이다.\n"", ' 3. 2016년 찾아가는 양조장으로 선정', '\n\t제조사 농업회사법인(주)제이엘(오미나라)는 2016년 농림축산식품부에서 지원육성하는 찾아가는 양조장에 선정되었다. \n\t\n\t와이너리 견학과 다양한 체험을 경험할 수 있다. 와인의 문화와 에티켓을 배워보는 와인 에티켓, 스파클링와인과 증류주의 제조 기법 등 교육 프로그램 등이 준비되어 있다.\n']","['문경바람 백자 25% 맛과 어울리는 음식', '문경바람 백자 25%, 750ml / 375ml, 25%', '\n\t살짝 알코올도수는 낮으나 사과향을 즐기기에는 충분히 좋은 수준이다. \n\t\n\t가벼운 안주류로 아몬드, 초콜릿, 올리브, 견과류, 육류로는 육포 등을 추천한다. 물론 과일 안주, 꿀물 등과 같이 마셔도 좋다. 가볍게 탄산 및 얼음을 넣은 온더록 형태도 식중주 형태로 즐겨도 충분히 매력적이다.\n']"
78,"['황금보리소주25 특징', ' 1. 황금보리 100%로 만든 증류식소주', '황금보리는 다른 맥류와 비교해 볼 때 탄수화물의 함량이 높고, 칼슘·인·철분 등의 무기질과 비타민B가 풍부하다. 황금보리를 원료로 만든 제품은 곡물의 피질에 많은 단백질이 아미노산으로 분해되어 나는 누룩의 독특한 향이 구수한 맛을 자아내며, 50%의 도정을 통해 만들었기 때문에 텁텁하거나 까칠한 맛이 없이 매우 부드럽다.', ' 2. 인공첨가물 없이 자연의 맛을 그대로 담다.', ""'황금보리소주'는 무색소, 무방향제, 무방부제의 순곡주이다. 누룩의 독특한 향이 구수한 맛을 자아내며 황금보리를 가공해 만들어 보리술 특유의 은은한 향과 참숯으로 두 번 여과하여 깔끔하고 청량한 맛이 특징이다. 술을 빚기 위해 좋은 재료를 얻기 위해 황금보리를 50%까지 도정해 술 맛의 텁텁함과 까칠함을 없애 매우 부드럽다."", ' 3. 소맥용 소주주로도 인기 있는 황금보리소주', '황금보리소주는 맥주와 섞어 마시는 소맥용 소주로도 인기 있다. 황금보리 소주를 잔에 1/3~1/5정도 넣고 맥주를 부으면 황금보리 소맥이 완성된다. 완성된 소맥에서는 의외로 프리미엄 독일맥주 맛이 난다. 보리로 만든 소주와 보리로 만든 맥주가 결합하여 맥주의 깊은 맛을 더해 준다.']","['황금보리소주25 맛과 어울리는 음식', '황금보리소주25, 375ml, 25%', '\n\t보리를 원재료로 만든 증류식소주답게 구수한 맛과 독특한 향, 그리고 목 넘김이 좋다. 희석식 소주가 알싸한 알코올 향에 단맛이 느껴진다면 증류식 소주에서 느껴지는 은은한 누룩 향과 단맛이 매력적인 술이다. 25% 알코올이라 얼음을 넣어 마시면 청량감 있게 마실 수 있다. \n\t\n\t술을 입에 넣으면 크림과 같은 부드러움이 입 안 전체를 채워주고 알코올이 혀를 자극시킨다. 목 넘김이 좋고 술을 마시고 난 후에 여운이 짧다. 맛이 순한 생선 요리나 전 등이 잘 어울린다.\n']"
79,"['부자10 특징', ' 1. 합주와 탁주', '부자 막걸리는\xa0탁주와는 만드는 법이 약간 다른, 합주에 속하는 고급술이다. 합주는 조선시대 양반들이 마시던 술로써 청주의 맑은 부분과 밑에 가라앉은 고형분까지 그 전체를 사용하여 거른 술인 것인데, 쌀의 식이섬유를 그대로 섭취할 수 있어 그 효용성까지 높이는 막걸리다.', ' 2. 3대를 이어온 양조장', '배혜정도가는 전통이 살아 있는 양조장으로 1대 故배상면, 막걸리의 2대 배혜정과 증류주의 3대 김백규에 이르기까지 3代에 걸쳐 가업을 잇고 있는 전통주의 명가로 이름을 알리고 있다. 그 어떤 양조장보다 다양하고 특색 있는 품질이 우수한 제품을 개발하고 안전하게 빚어내고 있는 양조장이다.', ' 3. 특별한 발효 법', ""배혜정도가의 막걸리는 쌀을 찌지 않고 자체를 곱게 가루 낸 뒤, 효소와 효모를 투입하여 빚고 있다. 배혜정대표의 아버지이며, 국순당의 창립자이인 배상면옹이 조선시대의 문헌인 '고사촬요(攷事撮要)’에서 제조법을 찾아내 수많은 시행착오 끝에 복원한 이 방식은 쌀에 열을 가하지 않아 영양이 그대로 살아있어 식이섬유의 함량이 높아지고, 필수 아미노산 함량이 높은 것이 특징이며 부드러운 목 넘김을 갖게 된다.""]","['부자 10 맛과 어울리는 음식', '부자10 375ml, 10%', '주원료인 쌀의 특징이 잘 살아있으며, 단맛이 강하고 산미가 적은 묵직한 막걸리다. 탄산에 의한 청량감은 강하지 않지만 맛이 진해 너무 가벼운 음식보다는 탕수육과 같이 중국음식과 잘 어울린다. 살균되어 있어 오래 두고 마실 수 있는 막걸리.']"
80,"['산막 생유 막걸리 특징', ' 1. 지장수로 빚은 특별한 막걸리', ""\n\t'산막 생유 막걸리'는 국내산 쌀(맵쌀, 찹살)과 밀을 이용하고 150미터 암반수에 황토지장수 빚어 저온숙성을 거친 전통적인 막걸리이다. \n\t\n\t효모가 살아 쉼쉬는 생막걸리로 천연탄산이 살아 부드럽고 톡 쏘는 맛이 일품이나 의외로 트림은 적어 호응을 얻고 있는 제품이다. 지장수로 빚어 은은한 단맛을 자아낸다.\n"", ' 2. 대전을 대표하는 생막걸리', ""'산막 생유 막걸리'는 2014년 대전 대표막걸리 선정을 위해 '대전 막걸리 품평회'에서 압도적인 성적으로 1위를 차지하였다. 구수한 향과 청량감 있는 탄산, 그리고 감칠맛으로 현재도 대전시민의 사랑을 듬뿍 받고 있는 막걸리이다.""]","['산막 생유 막걸리 맛과 어울리는 음식', '산막 생유 막걸리, 750ml, 6%', '\n\t아이보리 색을 가지고 있으며 곡물향과 상큼한 향이 섞여 올라온다. 입에 넣으면 탄산이 입 전체를 자극시키고 그 뒤로 상큼한 맛이 느껴진다. 단맛이 적고 신맛이 술 전체를 이끌어가지만 술 맛의 균형이 잘 갖춰져 있다. \n\t\n\t술을 마시고 난 후에는 고소한 맛이 혀에 남아 술이 너무 가볍게 느끼지 않도록 한다. 닭갈비 등 양념된 고기와 잘 어울린다.\n']"
81,"['화주 특징', ' 1. 한국인이 가장 애용하는 건강식품 홍삼', ""\n\t홍삼은 인삼의 재배 적지에서 생산된 좋은 품질의 6년근 수삼을 엄선하여 껍질을 벗기지 않은 상태로 장시간 증기로 쪄서 건조시킨 담황갈색 또는 담적갈색을 띠는 인삼이다. \n\t\n\t'화주'에 들어가는 홍삼축액이란 수삼을 증기 또는 기타의 방법으로 쪄서 익혀 말린 홍삼으로부터 물이나 주정 또는 물과 주정을 혼합한 용매로 추출 · 여과한 가용성 홍삼 성분을 그대로 농축한 것을 말한다. \n\t\n\t홍삼 성분 함유 제품의 기능성에는 원기 회복, 면역력 증진, 자양 강장에 도움 등이 있다.\n"", ' 2. 조선시대 궁중에서 약재를 담당하는 곳 내국', ""\n\t조선시대 궁중의 의약을 담당하는 관청을 내의원, 또는 내국이라 불렀다. 그 당시 술은 약용으로 처방되기도 하여 내국에서 관리하였는데 몸에 좋은 약재와 과실로 술을 빚어 왕실의 건강관리에 사용하였다. \n\t\n\t'화주'의 제조사 '내국양조'는 한국 전통주와 약술의 복원을 사훈으로 걸고 설립한 회사로 조선시대 왕을 위해 정성껏 술을 빚은 내국의 뜻을 살려 몸과 마음이 건강해지는 술 개발에 노력하고 있다.\n"", ' 3. 평창동계올림픽 개막식 VIP 만찬주로 선정되다', '\n\t지난 평창동계올림픽 개막식 VIP 리셉션 만찬에서 대관령 한우 스테이크 등과 같이 나온 술이 바로 내국양조의 제품이었다. 당시 한우 스테이크와 곤드레밥과 마리아주로서의 조화가 매우 좋았다는 평가를 받았다. \n\t\n\t개막식 사전 리셉션에는 김영남 북한 최고인민회의 상임위원장, 토마스 바흐 IOC위원장, 안토니우 구테레쉬 UN 사무총장 등 국내외 주요인사 200여명이 참석한 행사로 내국양조의 제품력을 인정받고 세계인에게 알린 계기가 되었다.\n']","['화주 맛과 어울리는 음식', '화주, 375ml, 25%', '옅은 호박색의 술로 6년근 홍삼이 들어갔지만 삼 특유의 향이 강하지 않고 산뜻한 향이 올라온다. 입 안에서 살짝 단맛과 쓴맛이 교차하고 도수가 높지 않아 부드럽고 목 넘김이 깔끔하다. 삼계탕과 잘 어울린다.']"
82,"['회곡 생 막걸리 특징', ' 1. 완숙된 술', '회곡양조장의 술은 충분히 숙성을 시키고 있다. 완전히 숙성된 술은 깊은 맛과 부드러움이 좋아 많은 사람들에게 반응을 얻고 있다. 유통 과정에서 맛이 변하거나 막걸리의 품질저하 등의 위험도 생기지만, 맛과 향을 위해 완숙된 술만 출하하고 있다.', ' 2. 철저한 위생 관리', ""\n\t회곡양조장의 술은 생산하는데 많은 과정을 거쳐야 한다. 이런 많은 공정에서도 가장 주의해야 하는 것이 바로 '위생'이다. 제아무리 좋은 술, 최고의 술을 생산하더라도 위생적이어야만 한다. \n\t\n\t옛 맛을 지키면서도 여러 공정을 거치게 되면 소홀할 수 있는 위생 부분에도 최신식 위생 시설을 마련하여 안전하게 믿고 마실 수 있는 술을 생산하고 있다.\n""]","['회곡 생 막걸리 맛과 어울리는 음식', '회곡 생 막걸리 750ml, 6%', '곡물 발효에서 잘 익은 술에서 올라오는 바닐라 향과 단맛과 산미가 적절하게 조화되어 있으며 연한 청량미를 가지고 있는 것이 특징이다. 양념불고기와 어울린다.']"
